endTime,podcastName,episodeName,msPlayed,hourlyTime
2025-01-08 13:47:00,Crime Junkie,SURVIVED: Dianna D'Aiello,3273012,2025-01-08 13:00:00
2025-01-08 20:12:00,Rotten Mango,#409: I Received A Message From A Serial Killer’s Wife Asking For Help…,1167567,2025-01-08 20:00:00
2025-01-09 08:15:00,The Useless Hotline,George Has A Big Announcement In The Last Episode Of Season 2!!,1802800,2025-01-09 08:00:00
2025-01-09 16:08:00,Bach and Arthur Podcast,39: Boxing Day Special ft. TheBurntChip #39,2673150,2025-01-09 16:00:00
2025-01-10 11:13:00,Bach and Arthur Podcast,39: Boxing Day Special ft. TheBurntChip #39,1202360,2025-01-10 11:00:00
2025-01-10 11:15:00,Bach and Arthur Podcast,39: Boxing Day Special ft. TheBurntChip #39,114650,2025-01-10 11:00:00
2025-01-10 12:42:00,Rotten Mango,#403: White Lotus 3 Resort Death: Billionaire Playboy Wang Sicong's Uncle's Connection To 3 Murders,4350302,2025-01-10 12:00:00
2025-01-10 12:51:00,Rotten Mango,Presenting Gone South Season 4,551418,2025-01-10 12:00:00
2025-01-10 16:46:00,Lights Out,Police Claimed She Was Sacrificed In A Witch Rite... Who Really Murdered Jeanette DePalma?,0,2025-01-10 16:00:00
2025-01-10 17:59:00,Rotten Mango,#404: IG Model Tells Cops She Died & Came Back From Future AFTER Killing 2 People,425609,2025-01-10 17:00:00
2025-01-10 20:54:00,Bach and Arthur Podcast,38: Christmas Special Part 1 ft. George Clarkey and Arthur Hill,1333780,2025-01-10 20:00:00
2025-01-10 22:46:00,Bach and Arthur Podcast,38: Christmas Special Part 1 ft. George Clarkey and Arthur Hill,344317,2025-01-10 22:00:00
2025-01-11 04:23:00,The Fellas,212. CHRISTMAS SPECIAL with Italian Bach & George Clarke!,6205204,2025-01-11 04:00:00
2025-01-11 07:33:00,The Fellas,"213. Truth About Ethan & Faith's Wedding, Pub Golf Disaster & YouTuber Of The Year!",3919968,2025-01-11 07:00:00
2025-01-11 07:53:00,The Fellas,"213. Truth About Ethan & Faith's Wedding, Pub Golf Disaster & YouTuber Of The Year!",1078730,2025-01-11 07:00:00
2025-01-11 08:27:00,Rotten Mango,#404: IG Model Tells Cops She Died & Came Back From Future AFTER Killing 2 People,2038047,2025-01-11 08:00:00
2025-01-11 08:39:00,Rotten Mango,#405: Man From Viral Tiktok Looks Exactly Like Missing Husband- Did He Fake His Own Death For Another Girl,714396,2025-01-11 08:00:00
2025-01-11 10:04:00,Rotten Mango,#406: 16-Yr-Old Murders 98-Yr-Old Woman To SA Her Corpse For 2 Hours While Recording,5047118,2025-01-11 10:00:00
2025-01-12 06:33:00,Rotten Mango,"#407: United Healthcare CEO Shot In Public, But Nation Wants Killer Freed: EVERYTHING We Know So Far",590736,2025-01-12 06:00:00
2025-01-15 08:23:00,Crime Junkie,INFAMOUS: Highway 20,2637165,2025-01-15 08:00:00
2025-01-15 09:31:00,Rotten Mango,"The Real Life ""Squid Game"" - Thousands Of Koreans Forced To Play Children's Games To NOT Be Killed",3934275,2025-01-15 09:00:00
2025-01-15 12:31:00,Rotten Mango,"South Korea ""Erased"" 4,000 People To Host The Olympic Games: True Story Behind “Squid Game”",2940395,2025-01-15 12:00:00
2025-01-15 13:50:00,Behind You,Teen Murders her 33 y/o Boyfriend’s Mom so they can be Together: Case of Nicole Jones,1890261,2025-01-15 13:00:00
2025-01-18 01:35:00,Rotten Mango,Man Survives Real Life “Squid Game” That Killed 551 People - Funded By Rich Australian Family,39052,2025-01-18 01:00:00
2025-01-18 01:49:00,Rotten Mango,"South Korea ""Erased"" 4,000 People To Host The Olympic Games: True Story Behind “Squid Game”",876650,2025-01-18 01:00:00
2025-01-19 07:43:00,Rotten Mango,"The Real Life ""Squid Game"" - Thousands Of Koreans Forced To Play Children's Games To NOT Be Killed",5141,2025-01-19 07:00:00
2025-01-19 12:38:00,Rotten Mango,Man Survives Real Life “Squid Game” That Killed 551 People - Funded By Rich Australian Family,2850,2025-01-19 12:00:00
2025-01-21 11:51:00,Crime Junkie,MURDERED: Elizabeth Barraza,3708307,2025-01-21 11:00:00
2025-01-21 13:33:00,Rotten Mango,Man Survives Real Life “Squid Game” That Killed 551 People - Funded By Rich Australian Family,1245248,2025-01-21 13:00:00
2025-01-21 18:24:00,Behind You,Predator Murders 16 y/o Girl after she Declines Going out with him: Case of Brittany Ujlaky,11040,2025-01-21 18:00:00
2025-01-22 11:20:00,Rotten Mango,#361: NYC Top “Escort” Service Catering To Rich Married Men Turned Out To Be College S*x Cult,579830,2025-01-22 11:00:00
2025-01-22 13:13:00,Rotten Mango,#360: Dad Moves Into Daughter’s College Dorm & Starts A Cult On Campus,5968039,2025-01-22 13:00:00
2025-01-22 15:58:00,Rotten Mango,#361: NYC Top “Escort” Service Catering To Rich Married Men Turned Out To Be College S*x Cult,2717230,2025-01-22 15:00:00
2025-01-22 21:31:00,Rotten Mango,#361: NYC Top “Escort” Service Catering To Rich Married Men Turned Out To Be College S*x Cult,1400320,2025-01-22 21:00:00
2025-01-23 06:28:00,Rotten Mango,#361: NYC Top “Escort” Service Catering To Rich Married Men Turned Out To Be College S*x Cult,277120,2025-01-23 06:00:00
2025-01-23 07:19:00,Rotten Mango,#361: NYC Top “Escort” Service Catering To Rich Married Men Turned Out To Be College S*x Cult,774530,2025-01-23 07:00:00
2025-01-27 13:34:00,Crime Junkie,MISSING: Randy Leach,1683950,2025-01-27 13:00:00
2025-01-27 18:07:00,Crime Junkie,MISSING: Randy Leach,2167902,2025-01-27 18:00:00
2025-01-28 13:11:00,The Useless Hotline,"George, Arthur TV & Italian Bach discuss the next influencer Sport and more…",43627,2025-01-28 13:00:00
2025-01-28 13:15:00,Rotten Mango,New Parents Check Baby Monitor & Find Nanny SLAMMING 5-Day-Old Infant Across Room,239488,2025-01-28 13:00:00
2025-01-28 13:15:00,Trap Lore Ross,King Von: Rap's First Serial Killer,3710,2025-01-28 13:00:00
2025-01-28 14:25:00,The Mel Robbins Podcast,"If You Struggle With Stress & Anxiety, This Will Change Your Life",4142098,2025-01-28 14:00:00
2025-01-28 14:29:00,Trap Lore Ross,King Von: Rap's First Serial Killer,17300,2025-01-28 14:00:00
2025-01-28 16:45:00,Trap Lore Ross,King Von: Rap's First Serial Killer,33496,2025-01-28 16:00:00
2025-01-29 12:36:00,The Mel Robbins Podcast,Try It For 1 Day: Do This Every Morning to Boost Motivation & Focus,3026560,2025-01-29 12:00:00
2025-01-29 20:05:00,Rotten Mango,New Parents Check Baby Monitor & Find Nanny SLAMMING 5-Day-Old Infant Across Room,4436382,2025-01-29 20:00:00
2025-01-30 15:05:00,True Crime with Kendall Rae,Neighbor Heard Screaming From the Woods & Then She Vanished: Where Is Suzanne Simpson?,1633450,2025-01-30 15:00:00
2025-01-30 16:58:00,True Crime with Kendall Rae,Neighbor Heard Screaming From the Woods & Then She Vanished: Where Is Suzanne Simpson?,1636430,2025-01-30 16:00:00
2025-02-03 14:31:00,Crime Junkie,MISSING: Randy Leach,230208,2025-02-03 14:00:00
2025-02-03 19:55:00,Rotten Mango,Mom Lets 37Yr Old BF Have Cuddle Sleepovers With Her Teen Daughter - Then Teen Goes Missing,5712876,2025-02-03 19:00:00
2025-02-04 17:45:00,Motives and Malice with Brooke Makenna,THE UNUSUAL CASE OF DOROTHY FORSTEIN – Disappearing Dorothy,33902,2025-02-04 17:00:00
2025-02-04 18:02:00,Motives and Malice with Brooke Makenna,THE UNUSUAL CASE OF DOROTHY FORSTEIN – Disappearing Dorothy,889,2025-02-04 18:00:00
2025-02-04 20:45:00,Motives and Malice with Brooke Makenna,THE UNUSUAL CASE OF DOROTHY FORSTEIN – Disappearing Dorothy,36633,2025-02-04 20:00:00
2025-02-05 15:29:00,Mile Higher,"The Celebrity Megachurch That Covered Up Crimes, Protected Bad Pastors & Mishandled Millions",28350,2025-02-05 15:00:00
2025-02-05 15:29:00,Mile Higher,She Was Attacked By A Fellow Soldier & Never Made It Home: The Suspicious Death of Denisha Montgomery,954,2025-02-05 15:00:00
2025-02-05 19:22:00,Mile Higher,"The Celebrity Megachurch That Covered Up Crimes, Protected Bad Pastors & Mishandled Millions",6663981,2025-02-05 19:00:00
2025-02-07 14:17:00,Rotten Mango,Teen Girl Found Dead - Police Find Texts Between Her + “Stepdad” About “New Parent Decision Coin”,1804646,2025-02-07 14:00:00
2025-02-07 18:23:00,Rotten Mango,Teen Girl Found Dead - Police Find Texts Between Her + “Stepdad” About “New Parent Decision Coin”,3005160,2025-02-07 18:00:00
2025-02-07 19:02:00,Rotten Mango,Teen Girl Found Dead - Police Find Texts Between Her + “Stepdad” About “New Parent Decision Coin”,2310923,2025-02-07 19:00:00
2025-02-07 19:26:00,Behind You,Man discovers his Husband Murdered a man on Grindr: Case of Kevin Bacon ,1152810,2025-02-07 19:00:00
2025-02-10 14:45:00,Crime Junkie,MURDERED: Marcus Rutledge,3063066,2025-02-10 14:00:00
2025-02-10 18:14:00,Mile Higher,"Young Girl Goes Missing, Parents Suspected of Murder & An ""Imposter"" Emerges: The Mary Day Case",118749,2025-02-10 18:00:00
2025-02-10 23:06:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,0,2025-02-10 23:00:00
2025-02-10 23:06:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,1720,2025-02-10 23:00:00
2025-02-10 23:07:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,0,2025-02-10 23:00:00
2025-02-10 23:12:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,29930,2025-02-10 23:00:00
2025-02-10 23:31:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,0,2025-02-10 23:00:00
2025-02-11 01:22:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,0,2025-02-11 01:00:00
2025-02-11 01:23:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,21850,2025-02-11 01:00:00
2025-02-11 03:31:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,6240,2025-02-11 03:00:00
2025-02-11 03:32:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,253,2025-02-11 03:00:00
2025-02-11 14:36:00,Trap Lore Ross,This Rapping Hitman Claimed 11 Bodies: Bloodhound Lil Jeff,4309,2025-02-11 14:00:00
2025-02-12 03:04:00,The Fellas,148. Cal & Chip Take Lesbian Test! W*nking With Best Mate & Coming Out At Church,1940,2025-02-12 03:00:00
2025-02-12 14:08:00,The Fellas,148. Cal & Chip Take Lesbian Test! W*nking With Best Mate & Coming Out At Church,683,2025-02-12 14:00:00
2025-02-14 18:20:00,Rotten Mango,Worst TikTok Mom Loves To Date Killers In Prison & Makes Daughters Call Them “Daddy”,11600,2025-02-14 18:00:00
2025-02-14 20:39:00,Rotten Mango,Teen Model Marries Malaysian Prince - Then Runs Away Alleging Nightly Razor Torture,2691610,2025-02-14 20:00:00
2025-02-15 18:14:00,Rotten Mango,Teen Model Marries Malaysian Prince - Then Runs Away Alleging Nightly Razor Torture,303926,2025-02-15 18:00:00
2025-02-15 18:17:00,Rotten Mango,Teen Model Marries Malaysian Prince - Then Runs Away Alleging Nightly Razor Torture,178580,2025-02-15 18:00:00
2025-02-17 17:37:00,Crime Junkie,WANTED: Justice for Rhys Pocan & MMIW Part 1,6833,2025-02-17 17:00:00
2025-02-18 13:14:00,Crime Junkie,WANTED: Justice for Rhys Pocan & MMIW Part 1,745020,2025-02-18 13:00:00
2025-02-18 13:14:00,Culture Apothecary with Alex Clark,Why The Tongue Is The Secret Window To Your Health & Other Hacks | Dr. Josh Axe,1410,2025-02-18 13:00:00
2025-02-18 15:32:00,Crime Junkie,WANTED: Justice for Rhys Pocan & MMIW Part 1,1333864,2025-02-18 15:00:00
2025-02-18 17:13:00,Behind You, Murderer Finds out he was on Live the whole Time: Case of Anthony Gelia,0,2025-02-18 17:00:00
2025-02-18 23:23:00,Culture Apothecary with Alex Clark,Why The Tongue Is The Secret Window To Your Health & Other Hacks | Dr. Josh Axe,0,2025-02-18 23:00:00
2025-02-18 23:23:00,The Mel Robbins Podcast,The “Let Them Theory”: A Life Changing Mindset Hack That 15 Million People Can’t Stop Talking About,11916,2025-02-18 23:00:00
2025-02-19 01:34:00,The Useless Hotline,George And ItalianBach Talk Max's Last week In The Jungle & The Super Bowl Controversy!,738810,2025-02-19 01:00:00
2025-02-19 01:34:00,Culture Apothecary with Alex Clark,Why The Tongue Is The Secret Window To Your Health & Other Hacks | Dr. Josh Axe,3300,2025-02-19 01:00:00
2025-02-19 01:39:00,Culture Apothecary with Alex Clark,Why The Tongue Is The Secret Window To Your Health & Other Hacks | Dr. Josh Axe,0,2025-02-19 01:00:00
2025-02-19 05:54:00,The Useless Hotline,George And ItalianBach Talk Max's Last week In The Jungle & The Super Bowl Controversy!,1036586,2025-02-19 05:00:00
2025-02-19 05:54:00,Culture Apothecary with Alex Clark,Why The Tongue Is The Secret Window To Your Health & Other Hacks | Dr. Josh Axe,0,2025-02-19 05:00:00
2025-02-19 15:19:00,The Useless Hotline,George And ItalianBach Talk Max's Last week In The Jungle & The Super Bowl Controversy!,3335998,2025-02-19 15:00:00
2025-02-19 15:20:00,Rotten Mango,"Influencer Lures Followers To Move In, Then Sex Traffics Them To Fund Her Witchcraft",7840,2025-02-19 15:00:00
2025-02-19 18:29:00,True Crime with Kendall Rae,He Vanished at Electric Forest & His Remains Were Just Found: The Suspicious Death of Kevin Graves,57350,2025-02-19 18:00:00
2025-02-20 00:29:00,True Crime with Kendall Rae,He Vanished at Electric Forest & His Remains Were Just Found: The Suspicious Death of Kevin Graves,470,2025-02-20 00:00:00
2025-02-20 15:38:00,The Mel Robbins Podcast,The “Let Them Theory”: A Life Changing Mindset Hack That 15 Million People Can’t Stop Talking About,2787059,2025-02-20 15:00:00
2025-02-20 18:52:00,The Mel Robbins Podcast,The Truth About Anxiety and How To Heal It: Tools for Anxiety From a Neuroscientist MD,400733,2025-02-20 18:00:00
2025-02-23 15:55:00,Crime Junkie,UPDATE: Beaumont Children,3117609,2025-02-23 15:00:00
2025-02-23 15:58:00,Crime Junkie,UPDATE: Beaumont Children,4807,2025-02-23 15:00:00
2025-02-23 22:07:00,Crime Junkie,UPDATE: Beaumont Children,1371760,2025-02-23 22:00:00
2025-02-24 14:17:00,Crime Junkie,WANTED: Justice for Rhys Pocan & MMIW Part 2,2640417,2025-02-24 14:00:00
2025-02-24 15:58:00,Crime Junkie,WANTED: Justice for Rhys Pocan & MMIW Part 2,703848,2025-02-24 15:00:00
2025-02-24 19:40:00,The Useless Hotline,Max Balegde Reveals BTS SECRETS Of I'm A Celeb!,999610,2025-02-24 19:00:00
2025-02-24 20:49:00,The Useless Hotline,Max Balegde Reveals BTS SECRETS Of I'm A Celeb!,3663417,2025-02-24 20:00:00
2025-02-25 12:58:00,Rotten Mango,A-List Actress Passed - Billionaire Ex-Husband & Mom Exposed For Abuse & Won’t Stop Spreading Lies,1216,2025-02-25 12:00:00
2025-02-25 12:58:00,Behind You,Moms find Human Head in Teen Son's Closet: Case of Brian Cohee,1796233,2025-02-25 12:00:00
2025-02-25 13:23:00,Rotten Mango,A-List Actress Passed - Billionaire Ex-Husband & Mom Exposed For Abuse & Won’t Stop Spreading Lies,3620,2025-02-25 13:00:00
2025-02-25 13:23:00,Rotten Mango,Worst TikTok Mom Loves To Date Killers In Prison & Makes Daughters Call Them “Daddy”,1474837,2025-02-25 13:00:00
2025-02-25 23:58:00,Rotten Mango,Worst TikTok Mom Loves To Date Killers In Prison & Makes Daughters Call Them “Daddy”,3117720,2025-02-25 23:00:00
2025-02-26 13:03:00,Rotten Mango,Worst TikTok Mom Loves To Date Killers In Prison & Makes Daughters Call Them “Daddy”,397420,2025-02-26 13:00:00
2025-02-26 14:07:00,Rotten Mango,Worst TikTok Mom Loves To Date Killers In Prison & Makes Daughters Call Them “Daddy”,877940,2025-02-26 14:00:00
2025-02-26 15:06:00,Rotten Mango,Worst TikTok Mom Loves To Date Killers In Prison & Makes Daughters Call Them “Daddy”,2366380,2025-02-26 15:00:00
2025-02-26 16:23:00,True Crime with Kendall Rae,A Person Close to Her Did the Unthinkable… the Tragic Case of AJ Hadsell,2838680,2025-02-26 16:00:00
2025-02-26 21:37:00,True Crime with Kendall Rae,A Person Close to Her Did the Unthinkable… the Tragic Case of AJ Hadsell,550780,2025-02-26 21:00:00
2025-02-27 00:11:00,Crime Junkie,UPDATE: Asha Degree,75550,2025-02-27 00:00:00
2025-02-27 01:04:00,Crime Junkie,UPDATE: Asha Degree,2308180,2025-02-27 01:00:00
2025-02-27 01:17:00,The Fellas,221. Calfreezy is Managing SIDEMEN FC & Elon Musk Inseminates the world...,49040,2025-02-27 01:00:00
2025-02-27 20:06:00,True Crime with Kendall Rae,Mom of 4 Vanishes Before Abusive Husband’s Trial: Where Is Nikki Cheng Saelee McCain?,2661490,2025-02-27 20:00:00
2025-02-27 23:42:00,True Crime with Kendall Rae,Mom of 4 Vanishes Before Abusive Husband’s Trial: Where Is Nikki Cheng Saelee McCain?,1889240,2025-02-27 23:00:00
2025-02-28 18:44:00,Rotten Mango,100 Women Kept as Slaves in “Human Egg Farm” For Egg Harvesting,3954390,2025-02-28 18:00:00
2025-02-28 19:22:00,Behind You,Wannabe-Influencer Kills 2 People on Pink Cocaine (and flees): Case of Macee Marie,2223921,2025-02-28 19:00:00
2025-02-28 19:58:00,The Mel Robbins Podcast,Change Your Body & Your Life in 1 Month: 4 Small Habits That Actually Work,6970,2025-02-28 19:00:00
2025-03-01 13:54:00,Rotten Mango,#397: Diddy’s ‘Freak Off’: What Truly Happened To Cassie In The 10-Year Relationship With Diddy,4918170,2025-03-01 13:00:00
2025-03-01 21:49:00,Crime Junkie,UPDATE: Beaumont Children,42445,2025-03-01 21:00:00
2025-03-03 12:52:00,Crime Junkie,MURDERED: Helen Betty Osborne,3374718,2025-03-03 12:00:00
2025-03-03 13:43:00,The Mel Robbins Podcast,13 Things I Wish I Knew in My 20s,2170,2025-03-03 13:00:00
2025-03-03 13:43:00,StephanieSooEats,The disappearance of the #1 YouTuber of China_ What happened to Liziqi_,3025,2025-03-03 13:00:00
2025-03-03 13:43:00,Mile Higher,335: The Bizarre Zizians Death-Cult Possibly Tied to 6 Murders,1270,2025-03-03 13:00:00
2025-03-03 13:43:00,Bach and Arthur Podcast,"An Imminent Ice Age, Movies that got the Science BADLY wrong and Bach’s Hyperfixation problem",400,2025-03-03 13:00:00
2025-03-03 13:43:00,Hot On The Case ,11 Year Old KILLED Pregnant Stepmom? Case of Jordan Brown & Kenzie Houk,1590,2025-03-03 13:00:00
2025-03-03 13:43:00,True Crime With Elli Mac,A Deadly Love Triangle: The Murder Of Anna Repkina,850,2025-03-03 13:00:00
2025-03-03 13:43:00,The Deck,"Susan Poupart (7 of Spades, Wisconsin)",1260,2025-03-03 13:00:00
2025-03-03 13:43:00,True Crime with Kendall Rae,Life360 App Helps Police Find Missing 13 Yr. Old: Justice for Savannah Copeland,40,2025-03-03 13:00:00
2025-03-03 13:44:00,Prime Crime with Jesse Weber,Family Viciously Murdered in Quiet Iowa Neighborhood,0,2025-03-03 13:00:00
2025-03-03 13:44:00,The Murder Diaries,"Unscripted: Netflix's Apple Cider Vinegar, Christy Carlson Romano's Injury, & Bhad Bhabie vs. Alabama Barker",3510,2025-03-03 13:00:00
2025-03-03 13:44:00,Behind You,The Creepypasta Killer: Case of Donavan Nicholas,1295,2025-03-03 13:00:00
2025-03-03 13:44:00,True Crime with Kendall Rae,Life360 App Helps Police Find Missing 13 Yr. Old: Justice for Savannah Copeland,0,2025-03-03 13:00:00
2025-03-03 13:46:00,The Useless Hotline,"George Accidentally leaks girlfriend, Kieth Lee Drama and charity match reveal",3101429,2025-03-03 13:00:00
2025-03-03 14:12:00,True Crime with Kendall Rae,Life360 App Helps Police Find Missing 13 Yr. Old: Justice for Savannah Copeland,336,2025-03-03 14:00:00
2025-03-03 14:13:00,Saving Grace,"150: Trewley Precious’ HACKING & BLACKMAIL EXCLUSIVE, Asking Out Aitch, and Addressing Rebecca Goodwin Drama!",60010,2025-03-03 14:00:00
2025-03-03 14:44:00,"Murder, Mystery & Makeup",How Snapchat caught this parent killer red-handed,530716,2025-03-03 14:00:00
2025-03-03 14:44:00,Saving Grace,"150: Trewley Precious’ HACKING & BLACKMAIL EXCLUSIVE, Asking Out Aitch, and Addressing Rebecca Goodwin Drama!",1060,2025-03-03 14:00:00
2025-03-03 22:32:00,Rotten Mango,#397: Diddy’s ‘Freak Off’: What Truly Happened To Cassie In The 10-Year Relationship With Diddy,2143791,2025-03-03 22:00:00
2025-03-04 00:35:00,Rotten Mango,"#398: The Suspicious Death of Diddy’s Ex Kim Porter, And The Controversial Tell-All Book About Diddy",3231448,2025-03-04 00:00:00
2025-03-04 21:17:00,Rotten Mango,"#398: The Suspicious Death of Diddy’s Ex Kim Porter, And The Controversial Tell-All Book About Diddy",2156220,2025-03-04 21:00:00
2025-03-05 18:59:00,Rotten Mango,"#398: The Suspicious Death of Diddy’s Ex Kim Porter, And The Controversial Tell-All Book About Diddy",2604450,2025-03-05 18:00:00
2025-03-06 02:05:00,Rotten Mango,"#399: 13 Deaths Around Diddy: 9 Victims of City College Incident, Tupac & Biggie, Kim Porter, and more",2833240,2025-03-06 02:00:00
2025-03-07 15:41:00,Bach and Arthur Podcast,"Bach Gets Into a Fight, A Shark Attack in the UK & Addressing all of the Recent Changes...",2310048,2025-03-07 15:00:00
2025-03-07 20:39:00,The Mel Robbins Podcast,Turn Anxiety Into Power: A 3-Step Process to Master Your Emotions From a Harvard Psychologist,1161130,2025-03-07 20:00:00
2025-03-10 16:47:00,Crime Junkie,INFAMOUS: Lovers' Lane Murders,2531834,2025-03-10 16:00:00
2025-03-10 18:44:00,Rotten Mango,Mom Confesses To Watching Daughter Get Dismembered & Got Turned On By It - Now Claims False Confession,3702720,2025-03-10 18:00:00
2025-03-10 22:42:00,Rotten Mango,Mom Confesses To Watching Daughter Get Dismembered & Got Turned On By It - Now Claims False Confession,479050,2025-03-10 22:00:00
2025-03-11 16:07:00,The Useless Hotline,The Boys Rate Max's WORST Red Carpet Outfits & Make Sidemen Charity Match Predictions,1024600,2025-03-11 16:00:00
2025-03-12 14:08:00,Moral Of The Story,Chinese “Single’s Inferno” Has All “Dominant CEO” Type Men - It’s The Best Thing I’ve Ever Seen,47440,2025-03-12 14:00:00
2025-03-12 15:45:00,Moral Of The Story,Wealthy Couple Decide To Try “Open Marriage” And EVERYTHING Goes Horribly Wrong,2676666,2025-03-12 15:00:00
2025-03-12 17:18:00,Moral Of The Story,Wealthy Couple Decide To Try “Open Marriage” And EVERYTHING Goes Horribly Wrong,1660144,2025-03-12 17:00:00
2025-03-12 22:02:00,Moral Of The Story,Wealthy Couple Decide To Try “Open Marriage” And EVERYTHING Goes Horribly Wrong,167734,2025-03-12 22:00:00
2025-03-13 00:04:00,Rotten Mango,Ruby Franke Vlogs Torture Of 6 Kids For YouTube Views - Exposed By All The New Deleted Footage,5024680,2025-03-13 00:00:00
2025-03-13 13:05:00,Rotten Mango,Ruby Franke Vlogs Torture Of 6 Kids For YouTube Views - Exposed By All The New Deleted Footage,1783718,2025-03-13 13:00:00
2025-03-13 15:35:00,Crime Junkie,MURDERED: Dana Ireland,629227,2025-03-13 15:00:00
2025-03-13 15:39:00,The Fellas,223. Chip Wins SIDEMEN Charity Match & MAKES HISTORY!!!!,0,2025-03-13 15:00:00
2025-03-13 15:39:00,True Crime with Kendall Rae,"Husband Charged With Her Murder, yet His Wife Is Still Missing… Where Is Mamta Kafle Bhatt?",0,2025-03-13 15:00:00
2025-03-13 15:39:00,"Murder, Mystery & Makeup",She kept her secret lover in the attic for 10 YEARS and no one knew?!,0,2025-03-13 15:00:00
2025-03-13 15:39:00,Behind You,"Man Murders Wife as a ""Joke"": Case of Adam Fravel",0,2025-03-13 15:00:00
2025-03-13 15:39:00,Bach and Arthur Podcast,"Bach Gets Into a Fight, A Shark Attack in the UK & Addressing all of the Recent Changes...",2667844,2025-03-13 15:00:00
2025-03-13 15:39:00,True Crime with Kendall Rae,Life360 App Helps Police Find Missing 13 Yr. Old: Justice for Savannah Copeland,0,2025-03-13 15:00:00
2025-03-13 17:46:00,The Useless Hotline,The Boys Rate Max's WORST Red Carpet Outfits & Make Sidemen Charity Match Predictions,3585424,2025-03-13 17:00:00
2025-03-13 18:28:00,Moral Of The Story,Chinese Influencers Suddenly Mass Marry Dubai Princes & Attend United Nation Meetings,2412251,2025-03-13 18:00:00
2025-03-13 21:42:00,True Crime with Kendall Rae,Baron Li Survives 9 Gunshots & Is Here To Tell His Story,409508,2025-03-13 21:00:00
2025-03-13 21:43:00,the zurkie show,stop chasing what’s not for you,6720,2025-03-13 21:00:00
2025-03-13 21:43:00,the zurkie show,stop chasing what’s not for you,14510,2025-03-13 21:00:00
2025-03-13 21:43:00,the zurkie show,stop chasing what’s not for you,400,2025-03-13 21:00:00
2025-03-13 21:43:00,the zurkie show,stop chasing what’s not for you,1500,2025-03-13 21:00:00
2025-03-13 21:50:00,True Crime with Kendall Rae,Baron Li Survives 9 Gunshots & Is Here To Tell His Story,63298,2025-03-13 21:00:00
2025-03-14 06:31:00,True Crime with Kendall Rae,Baron Li Survives 9 Gunshots & Is Here To Tell His Story,627240,2025-03-14 06:00:00
2025-03-15 18:55:00,Bach and Arthur Podcast,"Chip on ego problems at the Sidemen Match, How Gonorrhea Gave us Grandmothers and AI vs Aliens",3313560,2025-03-15 18:00:00
2025-03-16 03:50:00,Bach and Arthur Podcast,"Chip on ego problems at the Sidemen Match, How Gonorrhea Gave us Grandmothers and AI vs Aliens",2883290,2025-03-16 03:00:00
2025-03-16 20:45:00,True Crime with Kendall Rae,Facebook Catfish Murders: Jenelle Potter Tricks Dad & Boyfriend Into Murder,3216798,2025-03-16 20:00:00
2025-03-16 21:37:00,Crime Junkie,MYSTERIOUS DEATH OF: Franchesca Alvarado,2800483,2025-03-16 21:00:00
2025-03-16 21:47:00,Crime Junkie,UPDATE: The Colonial Parkway Murders,583968,2025-03-16 21:00:00
2025-03-17 03:49:00,Moral Of The Story,Chinese “Single’s Inferno” Has All “Dominant CEO” Type Men - It’s The Best Thing I’ve Ever Seen,1804290,2025-03-17 03:00:00
2025-03-17 12:22:00,Crime Junkie,INFAMOUS: Indiana Dunes Disappearances,2637348,2025-03-17 12:00:00
2025-03-17 17:47:00,The Useless Hotline,George Talks Going On INSIDE Season 2 & Secrets Behind Sidemen Charity Match,2232480,2025-03-17 17:00:00
2025-03-17 18:32:00,The Useless Hotline,George Talks Going On INSIDE Season 2 & Secrets Behind Sidemen Charity Match,2677470,2025-03-17 18:00:00
2025-03-17 19:33:00,The Diary Of A CEO with Steven Bartlett,Dr. Joe Dispenza: Secret To Living Without Fear & Anxiety Forever! Your Mind Can Heal Itself! Stress Is The Root Of 90% Of All Diseases!,4737,2025-03-17 19:00:00
2025-03-17 21:23:00,The Diary Of A CEO with Steven Bartlett,Dr. Joe Dispenza: Secret To Living Without Fear & Anxiety Forever! Your Mind Can Heal Itself! Stress Is The Root Of 90% Of All Diseases!,7522,2025-03-17 21:00:00
2025-03-17 21:24:00,The Diary Of A CEO with Steven Bartlett,Dr. Joe Dispenza: Secret To Living Without Fear & Anxiety Forever! Your Mind Can Heal Itself! Stress Is The Root Of 90% Of All Diseases!,27570,2025-03-17 21:00:00
